ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short Description",Description,"Date sale price starts","Date sale price ends","Tax Status","Tax Class","In stock?","Backorders allowed?","Sold individually?","Weight (unit)","Length (unit)","Width (unit)","Height (unit)","Allow customer reviews?","Purchase Note",Price,"Regular Price",Stock,Categories,Tags,"Shipping Class",Images,"Download Limit","Download Expiry Days",Parent,Upsells,Cross-sells,Position,"Attribute 1 Name","Attribute 1 Value(s)","Attribute 1 Visible","Attribute 1 Global","Attribute 2 Name","Attribute 2 Value(s)","Attribute 2 Visible","Attribute 2 Global","Attribute 3 Name","Attribute 3 Value(s)","Attribute 3 Visible","Attribute 3 Global","Attribute 4 Name","Attribute 4 Value(s)","Attribute 4 Visible","Attribute 4 Global","Attribute 5 Name","Attribute 5 Value(s)","Attribute 5 Visible","Attribute 5 Global","Attribute 6 Name","Attribute 6 Value(s)","Attribute 6 Visible","Attribute 6 Global","Attribute 7 Name","Attribute 7 Value(s)","Attribute 7 Visible","Attribute 7 Global","Attribute 8 Name","Attribute 8 Value(s)","Attribute 8 Visible","Attribute 8 Global"
,simple,578579,"Кросівки Navigator 21201-2-2 М 578579 Чорні",1,0,visible,,"Розмірність моделі: маломіркиВерх: еко шкіраПідошва: пінкаКолір: чорнийВиробництво: В'єтнам
Розмірна таблиця:Довжина по устілці
41 розмір 26 см42 розмір 27 см43 розмір 28 см44 розмір 28,5 см45 розмір 29 см46 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,780,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12236/krossovki-navigator-21201-2-2-m-578579-chernye-1-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12236/krossovki-navigator-21201-2-2-m-578579-chernye-8-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12236/krossovki-navigator-21201-2-2-m-578579-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12236/krossovki-navigator-21201-2-2-m-578579-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12236/krossovki-navigator-21201-2-2-m-578579-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12236/krossovki-navigator-21201-2-2-m-578579-chernye-5-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12236/krossovki-navigator-21201-2-2-m-578579-chernye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12236/krossovki-navigator-21201-2-2-m-578579-chernye-7-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12236/krossovki-navigator-21201-2-2-m-578579-chernye-9-1080x1080.webp",,,,,,0,id,12236,1,0,Розмір,"41, 42, 43, 44, 45, 46",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,В'єтнам,1,0,Виробник,Navigator,1,0,Видео,https://www.youtube.com/watch?v=sramKVn89XI,1,0,Бренд,Navigator,1,0
,simple,578578,"Кросівки Navigator 21201-1 М 578578 Білі",1,0,visible,,"Розмірність моделі: маломіркиВерх: еко шкіраПідошва: пінкаКолір: білийВиробництво: В'єтнам
Розмірна таблиця:Довжина по устілці
41 розмір 26 см42 розмір 27 см43 розмір 28 см44 розмір 28,5 см45 розмір 29 см46 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,1035,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12235/krossovki-navigator-21201-1-m-578578-belye-1-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12235/krossovki-navigator-21201-1-m-578578-belye-8-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12235/krossovki-navigator-21201-1-m-578578-belye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12235/krossovki-navigator-21201-1-m-578578-belye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12235/krossovki-navigator-21201-1-m-578578-belye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12235/krossovki-navigator-21201-1-m-578578-belye-5-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12235/krossovki-navigator-21201-1-m-578578-belye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12235/krossovki-navigator-21201-1-m-578578-belye-7-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12235/krossovki-navigator-21201-1-m-578578-belye-9-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12235/krossovki-navigator-21201-1-m-578578-belye-10-1080x1080.webp",,,,,,0,id,12235,1,0,Розмір,"43, 44, 45, 46",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,В'єтнам,1,0,Виробник,Navigator,1,0,Видео,https://www.youtube.com/watch?v=mdIV9Hz7lY8,1,0,Бренд,Navigator,1,0
,simple,578577,"Кросівки Navigator 21201-2 М 578577 Чорні",1,0,visible,,"Розмірність моделі: маломіркиВерх: еко шкіраПідошва: пінкаКолір: чорнийВиробництво: В'єтнам
Розмірна таблиця:Довжина по устілці
41 розмір 26 см42 розмір 27 см43 розмір 28 см44 розмір 28,5 см45 розмір 29 см46 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,780,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12234/krossovki-navigator-21201-2-m-578577-chernye-1-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12234/krossovki-navigator-21201-2-m-578577-chernye-8-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12234/krossovki-navigator-21201-2-m-578577-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12234/krossovki-navigator-21201-2-m-578577-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12234/krossovki-navigator-21201-2-m-578577-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12234/krossovki-navigator-21201-2-m-578577-chernye-5-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12234/krossovki-navigator-21201-2-m-578577-chernye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12234/krossovki-navigator-21201-2-m-578577-chernye-7-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12234/krossovki-navigator-21201-2-m-578577-chernye-9-1080x1080.webp",,,,,,0,id,12234,1,0,Розмір,"41, 42, 43, 44, 45, 46",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,В'єтнам,1,0,Виробник,Navigator,1,0,Видео,https://www.youtube.com/watch?v=HRE4tvNB5oY,1,0,Бренд,Navigator,1,0
,simple,578576,"Кросівки Navigator 1980-1 М 578576 Чорні",1,0,visible,,"Розмірність моделі: маломіркиВерх: еко шкіраПідошва: пінкаКолір: чорнийВиробництво: В'єтнам
Розмірна таблиця:Довжина по устілці
41 розмір 26 см42 розмір 27 см43 розмір 28 см44 розмір 28,5 см45 розмір 29 см46 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,780,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12233/krossovki-navigator-1980-1-m-578576-chernye-1-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12233/krossovki-navigator-1980-1-m-578576-chernye-8-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12233/krossovki-navigator-1980-1-m-578576-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12233/krossovki-navigator-1980-1-m-578576-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12233/krossovki-navigator-1980-1-m-578576-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12233/krossovki-navigator-1980-1-m-578576-chernye-5-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12233/krossovki-navigator-1980-1-m-578576-chernye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12233/krossovki-navigator-1980-1-m-578576-chernye-7-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12233/krossovki-navigator-1980-1-m-578576-chernye-9-1080x1080.webp",,,,,,0,id,12233,1,0,Розмір,"41, 43, 44, 45, 46",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,В'єтнам,1,0,Виробник,Navigator,1,0,Видео,https://www.youtube.com/watch?v=KGVfaeaNPuc,1,0,Бренд,Navigator,1,0
,simple,578575,"Кросівки Navigator 1980-2 М 578575 Білі",1,0,visible,,"Розмірність моделі: маломіркиВерх: еко шкіраПідошва: пінкаКолір: білийВиробництво: В'єтнам
Розмірна таблиця:Довжина по устілці
41 розмір 26 см42 розмір 27 см
43 розмір 28 см
44 розмір 28,5 см
45 розмір 29 см
46 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,1035,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12232/krossovki-navigator-1980-2-m-578575-belye-1-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12232/krossovki-navigator-1980-2-m-578575-belye-8-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12232/krossovki-navigator-1980-2-m-578575-belye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12232/krossovki-navigator-1980-2-m-578575-belye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12232/krossovki-navigator-1980-2-m-578575-belye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12232/krossovki-navigator-1980-2-m-578575-belye-5-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12232/krossovki-navigator-1980-2-m-578575-belye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12232/krossovki-navigator-1980-2-m-578575-belye-7-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12232/krossovki-navigator-1980-2-m-578575-belye-9-1080x1080.webp",,,,,,0,id,12232,1,0,Розмір,"41, 42, 43, 44, 45, 46",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,В'єтнам,1,0,Виробник,Navigator,1,0,Видео,https://www.youtube.com/watch?v=Yw-5LJ8HD4c,1,0,Бренд,Navigator,1,0
,simple,578571,"Кросівки Restime 21192 М 578571 Сірі",1,0,visible,,"Розмірність моделі: Верх: текстиль Підошва: пінкаКолір: сірийВиробник: В'єтнам
Розмірна таблиця:Довжина по устілці
41 розмір 27,3 см42 розмір 28 см43 розмір 28,7 см44 розмір 29,3 см45 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,1275,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12231/krossovki-restime-21192-m-578571-serye-1-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12231/krossovki-restime-21192-m-578571-serye-8-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12231/krossovki-restime-21192-m-578571-serye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12231/krossovki-restime-21192-m-578571-serye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12231/krossovki-restime-21192-m-578571-serye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12231/krossovki-restime-21192-m-578571-serye-5-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12231/krossovki-restime-21192-m-578571-serye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12231/krossovki-restime-21192-m-578571-serye-7-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12231/krossovki-restime-21192-m-578571-serye-9-1080x1080.webp",,,,,,0,id,12231,1,0,Розмір,"41, 42, 43, 44, 45",1,0,Стать,Чоловічий,1,0,Сезон,"Сітка 2021",1,0,Країна,В'єтнам,1,0,Виробник,Restime,1,0,Видео,https://www.youtube.com/watch?v=2QXo6yhO1As,1,0,Бренд,Restime,1,0
,simple,578570,"Кросівки Restime 21192 М 578570 Чорні",1,0,visible,,"Розмірність моделі: Верх: текстиль Підошва: пінкаКолір: чорнийВиробник: В'єтнам
Розмірна таблиця:Довжина по устілці
41 розмір 27,3 см42 розмір 28 см43 розмір 28,7 см44 розмір 29,3 см45 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,1275,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12230/krossovki-restime-21192-m-578570-chernye-1-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12230/krossovki-restime-21192-m-578570-chernye-8-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12230/krossovki-restime-21192-m-578570-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12230/krossovki-restime-21192-m-578570-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12230/krossovki-restime-21192-m-578570-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12230/krossovki-restime-21192-m-578570-chernye-5-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12230/krossovki-restime-21192-m-578570-chernye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12230/krossovki-restime-21192-m-578570-chernye-7-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12230/krossovki-restime-21192-m-578570-chernye-9-1080x1080.webp",,,,,,0,id,12230,1,0,Розмір,"42, 43, 44, 45",1,0,Стать,Чоловічий,1,0,Сезон,"Сітка 2021",1,0,Країна,В'єтнам,1,0,Виробник,Restime,1,0,Видео,https://www.youtube.com/watch?v=zSzPEc9tBck,1,0,Бренд,Restime,1,0
,simple,578566,"Кросівки Restime 21121 М 578566 Чорні",1,0,visible,,"Розмірність моделі: Верх: сіткаПідошва: пінкаКолір: чорнийВиробник: В'єтнам
Розмірна таблиця:Довжина по устілці
41 розмір 25,5 см42 розмір 26 см43 розмір 26,5 см44 розмір 27 см45 розмір 27,5 см
",,,taxable,standard,1,0,0,,,,,1,,,1185,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12229/krossovki-restime-21121-m-578566-chernye-1-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12229/krossovki-restime-21121-m-578566-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12229/krossovki-restime-21121-m-578566-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12229/krossovki-restime-21121-m-578566-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12229/krossovki-restime-21121-m-578566-chernye-5-1080x1080.webp",,,,,,0,id,12229,1,0,Розмір,"41, 42, 43, 44, 45",1,0,Стать,Чоловічий,1,0,Сезон,"Сітка 2021",1,0,Країна,В'єтнам,1,0,Виробник,Restime,1,0,Видео,https://www.youtube.com/watch?v=mNNoRanM1WA,1,0,Бренд,Restime,1,0
,simple,578565,"Кросівки Restime 21192 М 578565 Чорні",1,0,visible,,"Розмірність моделі: Верх: текстиль Підошва: пінкаКолір: чорнийВиробник: В'єтнам
Розмірна таблиця:Довжина по устілці
41 розмір 27,3 см42 розмір 28 см43 розмір 28,7 см44 розмір 29,3 см45 розмір 30 см 
",,,taxable,standard,1,0,0,,,,,1,,,1575,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12228/krossovki-restime-21192-m-578565-chernye-1-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12228/krossovki-restime-21192-m-578565-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12228/krossovki-restime-21192-m-578565-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12228/krossovki-restime-21192-m-578565-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/12228/krossovki-restime-21192-m-578565-chernye-5-1080x1080.webp",,,,,,0,id,12228,1,0,Розмір,"41, 42, 43, 44, 45",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,В'єтнам,1,0,Виробник,Restime,1,0,Видео,https://www.youtube.com/watch?v=y9-5Ij6XS8c,1,0,Бренд,Restime,1,0
,simple,561233,"Кросівки Clubshoes 19/43 М 561233 Чорні",1,0,visible,,"Розмірність моделі: повноміркиВерх: натуральна шкіра Підошва: поліуретанКолір: чорніВиробник: Україна, Харків
Розмірна таблиця:Довжина по устілці
40 розмір 26 см
41 розмір 27 см
42 розмір 28 см
43 розмір 28,5 см
44 розмір 29 см
45 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,1875,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11946/krossovki-clubshoes-19-43-m-561233-chernye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11946/krossovki-clubshoes-19-43-m-561233-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11946/krossovki-clubshoes-19-43-m-561233-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11946/krossovki-clubshoes-19-43-m-561233-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11946/krossovki-clubshoes-19-43-m-561233-chernye-5-1080x1080.webp",,,,,,0,id,11946,1,0,Розмір,"40, 41, 42, 43, 44, 45",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,"Україна Харків",1,0,Виробник,Clubshoes,1,0,Видео,https://www.youtube.com/watch?v=ezc75nnNNXo,1,0,Бренд,Clubshoes,1,0
,simple,561271,"Кеди Clubshoes 20/7 М 561271 Чорні",1,0,visible,,"Розмірність моделі: повномірки
Верх: натуральна шкіра 
Підошва: поліуретан
Колір: чорні
Виробник: Україна, Харків
Розмірна таблиця:

Довжина по устілці
40 розмір 26 см

41 розмір 27 см

42 розмір 28 см

43 розмір 28,5 см

44 розмір 29 см

45 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,1530,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11961/kedy-clubshoes-20-7-m-561271-chernye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11961/kedy-clubshoes-20-7-m-561271-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11961/kedy-clubshoes-20-7-m-561271-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11961/kedy-clubshoes-20-7-m-561271-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11961/kedy-clubshoes-20-7-m-561271-chernye-5-1080x1080.webp",,,,,,0,id,11961,1,0,Розмір,"42, 43, 44, 45",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,"Україна Харків",1,0,Виробник,Clubshoes,1,0,Видео,https://www.youtube.com/watch?v=TjSssfk-wic,1,0,Бренд,Clubshoes,1,0
,simple,561272,"Кеди Clubshoes 20/7 М 561272 Сині",1,0,visible,,"Розмірність моделі: повномірки
Верх: натуральна шкіра 
Підошва: поліуретан
Колір: синій
Виробник: Україна, Харків
Розмірна таблиця:

Довжина по устілці
40 розмір 26 см

41 розмір 27 см

42 розмір 28 см

43 розмір 28,5 см

44 розмір 29 см

45 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,1530,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11962/kedy-clubshoes-20-7-m-561272-sinie-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11962/kedy-clubshoes-20-7-m-561272-sinie-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11962/kedy-clubshoes-20-7-m-561272-sinie-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11962/kedy-clubshoes-20-7-m-561272-sinie-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11962/kedy-clubshoes-20-7-m-561272-sinie-5-1080x1080.webp",,,,,,0,id,11962,1,0,Розмір,"43, 44, 45",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,"Україна Харків",1,0,Виробник,Clubshoes,1,0,Видео,https://www.youtube.com/watch?v=mP3uGeSExFc,1,0,Бренд,Clubshoes,1,0
,simple,561270,"Кеди Clubshoes 20/7 М 561270 Чорні",1,0,visible,,"Розмірність моделі: повномірки
Верх: натуральна шкіра 
Підошва: поліуретан
Колір: чорні
Виробник: Україна, Харків
Розмірна таблиця:

Довжина по устілці
40 розмір 26 см

41 розмір 27 см

42 розмір 28 см

43 розмір 28,5 см

44 розмір 29 см

45 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,1530,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11960/kedy-clubshoes-20-7-m-561270-chernye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11960/kedy-clubshoes-20-7-m-561270-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11960/kedy-clubshoes-20-7-m-561270-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11960/kedy-clubshoes-20-7-m-561270-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11960/kedy-clubshoes-20-7-m-561270-chernye-5-1080x1080.webp",,,,,,0,id,11960,1,0,Розмір,"40, 43, 44",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,"Україна Харків",1,0,Виробник,Clubshoes,1,0,Видео,https://www.youtube.com/watch?v=LiOyUzj5pps,1,0,Бренд,Clubshoes,1,0
,simple,561251,"Кросівки Clubshoes 110 М 561251 Чорні",1,0,visible,,"Розмірність моделі: повноміркиВерх: натуральна шкіра Підошва: поліуретанКолір: чорніВиробник: Україна, Харків
Розмірна таблиця:Довжина по устілці
40 розмір 26 см41 розмір 27 см42 розмір 28 см43 розмір 28,5 см44 розмір 29 см45 розмір 30 см
",,,taxable,standard,1,0,0,,,,,1,,,1530,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11959/krossovki-clubshoes-110-m-561251-chernye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11959/krossovki-clubshoes-110-m-561251-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11959/krossovki-clubshoes-110-m-561251-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11959/krossovki-clubshoes-110-m-561251-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11959/krossovki-clubshoes-110-m-561251-chernye-5-1080x1080.webp",,,,,,0,id,11959,1,0,Розмір,"40, 41, 43, 45",1,0,Стать,Чоловічий,1,0,Сезон,Осінній,1,0,Країна,"Україна Харків",1,0,Виробник,Clubshoes,1,0,Видео,https://www.youtube.com/watch?v=QFWKgl0eSLM,1,0,Бренд,Clubshoes,1,0
,simple,561225,"Кросівки Rondo 49/44 М 561225 Чорні",1,0,visible,,"Розмірність моделі: повноміркиВерх: шкіраПідошва: поліуретанКолір: чорнийВиробник: Україна, Харків
Розмірна таблиця:Довжина по устілці
40 розмір 26,5 см41 розмір 27,5 см42 розмір 28 см43 розмір 28,5 см44 розмір 29,5 см45 розмір 30 см

",,,taxable,standard,1,0,0,,,,,1,,,2235,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11935/krossovki-rondo-49-44-m-561225-chernye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11935/krosivki-rondo-49-44-m-561225-chorni-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11935/krosivki-rondo-49-44-m-561225-chorni-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11935/krosivki-rondo-49-44-m-561225-chorni-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11935/krosivki-rondo-49-44-m-561225-chorni-5-1080x1080.webp",,,,,,0,id,11935,1,0,Розмір,"40, 43",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,"Україна Харків",1,0,Виробник,Rondo,1,0,Видео,https://www.youtube.com/watch?v=zdKW1swOysU,1,0,Бренд,Rondo,1,0
,simple,561199,"Кросівки Brionis 551-1 М 561199 Чорні",1,0,visible,,"Розмірність моделі: повноміркиВерх: натуральна шкіра Підошва: поліуретанКолір: чорнийВиробник: Україна, Харків
Розмірна таблиця:Довжина по устілці
39 розмір 26 см40 розмір 27 см41 розмір 27,5 см42 розмір 28,5 см43 розмір 29 см44 розмір 29,5 см45 розмір 30,5 см

",,,taxable,standard,1,0,0,,,,,1,,,2205,,"Чоловіче взуття > Кросівки",,,"https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11928/krossovki-brionis-551-1-m-561199-chernye-6-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11928/krossovki-brionis-551-1-m-561199-chernye-2-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11928/krossovki-brionis-551-1-m-561199-chernye-3-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11928/krossovki-brionis-551-1-m-561199-chernye-4-1080x1080.webp, https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11928/krossovki-brionis-551-1-m-561199-chernye-5-1080x1080.webp",,,,,,0,id,11928,1,0,Розмір,"40, 41, 42, 43, 44, 45",1,0,Стать,Чоловічий,1,0,Сезон,"Весна 2021",1,0,Країна,"Україна Харків",1,0,Виробник,Brionis,1,0,Видео,https://www.youtube.com/watch?v=3rY2GWm-ZU4,1,0,Бренд,Brionis,1,0
,simple,560462,"Кросівки Zumer 20253 For Sure 560462 Full Чорні",1,0,visible,,"Розмірність моделі: повномірки
Верх: текстиль, замша
Підошва: поліуретан
Колір: чорні
Виробник: Україна, Харків
Розмірна таблиця:

Довжина по устілці
40р 26 см

41р 27 см

42р 28 см

43р 28,5 см

44р 29 см

45р 30 см

46р 30,5 см
",,,taxable,standard,1,0,0,,,,,1,,,1170,,"Чоловіче взуття > Кросівки",,,https://sezon.ua/image/cache/webp/catalog/image/easyfoto/11233/krossovki-zumer-20253-for-sure-560462-full-chernye-9-1080x1080.webp,,,,,,0,id,11233,1,0,Розмір,"44, 46",1,0,Стать,Чоловічий,1,0,Сезон,Весняний,1,0,Країна,"Україна Харків",1,0,Виробник,Zumer,1,0,,,,,Бренд,Zumer,1,0
